순번,시도본부,119안전센터명,주소,전화번호,FAX,위도,경도
216,대구광역시,가창119안전센터,대구광역시 달성군 가창면 가창로 547,053-607-3900,050-2671-0119,35.762318168,128.650795125
217,대구광역시,고산119안전센터,대구광역시 수성구 고산로 105,053-607-3890,050-2671-0119,35.840205609,128.704478922
218,대구광역시,만촌119안전센터,대구광역시 수성구 달구벌대로 2658,053-607-3840,050-2671-0119,35.855359138,128.652110117
219,대구광역시,무열로119안전센터,대구광역시 수성구 무열로 139,053-607-3880,050-2671-0119,35.870612786,128.648137773
220,대구광역시,범물119안전센터,대구광역시 수성구 청호로 87,053-607-3820,053-607-3839,35.825443612,128.644225017
221,대구광역시,상동119안전센터,대구광역시 수성구 파동로51길 5,053-607-3860,050-2671-0119,35.825095651,128.609375564
222,대구광역시,수성119안전센터,대구광역시 수성구 들안로60길 30,053-607-3870,050-2671-0119,35.856680278,128.620900835
223,대구광역시,황금119안전센터,대구광역시 수성구 동대구로12길 41,053-607-3850,050-2671-0119,35.835517705,128.626437554
224,대구광역시,남산119안전센터,대구광역시 중구 달구벌대로 1926,053-601-4571,053-255-2377,35.862294743,128.575085856
225,대구광역시,대신119안전센터,대구광역시 중구 큰장로26길 45,053-601-4574,053-255-0020,35.868909094,128.580773120
226,대구광역시,명덕119안전센터,대구광역시 남구 명덕로34길 22,053-601-4577,053-657-2006,35.855503887,128.587191201
227,대구광역시,봉덕119안전센터,대구광역시 남구 희망로3길 29,053-601-4573,053-472-3008,35.849025228,128.599284423
228,대구광역시,삼덕119안전센터,대구광역시 중구 공평로 35,053-601-4575,053-426-3007,35.867223589,128.599667385
229,대구광역시,서문로119안전센터,대구광역시 중구 경상감영길 45,053-601-4572,053-253-3008,35.871578834,128.589980842
230,대구광역시,성명119안전센터,대구광역시 남구 대명남로 12-1,053-601-4578,053-657-2330,35.833407820,128.560145540
231,인천광역시,강화119안전센터,인천광역시 강화군 강화읍 남문로23번길 11,032-930-5894,032-930-0580,37.739599650,126.487360699
232,인천광역시,길상119안전센터,인천광역시 강화군 길상면 마니산로 93,032-930-5822,032-930-5899,37.638339791,126.482568154
233,인천광역시,내가119안전센터,인천광역시 강화군 내가면 강화서로 235-1,032-930-5823,032-933-9919,37.717508841,126.390106060
234,인천광역시,불은119안전센터,인천광역시 강화군 불은면 중앙로 505,032-930-5811,032-930-5812,37.712069037,126.458337430
235,인천광역시,검단119안전센터,인천광역시 서구 완정로191,032-590-2725,032-564-0119,37.602645302,126.655147851
236,인천광역시,마전119안전센터,인천광역시 서구 원당대로736,032-590-2715,032-590-2789,37.592956094,126.682329611
237,인천광역시,오류119안전센터,인천광역시 서구 대촌로6,032-590-2755,032-565-4119,37.594592808,126.632578939
238,인천광역시,원당119안전센터,인천광역시 서구 원당대로881,032-590-2735,032-568-1196,37.593786861,126.699630263
239,인천광역시,계산119안전센터,인천광역시 계양구 주부토로557,032-650-5622,032-547-0119,37.543974102,126.728236184
240,인천광역시,작전119안전센터,인천광역시 계양구 장제로774,032-650-5621,032-555-8118,37.537064423,126.734918580
241,인천광역시,장기119안전센터,인천광역시 계양구 장기서로14,032-650-5623,032-547-6112,37.576333963,126.733690273
242,인천광역시,효성119안전센터,인천광역시 계양구 효서로 96-1,032-650-5624,032-554-2119,37.527555429,126.706498386
243,인천광역시,고잔119안전센터,인천광역시 남동구 남동서로 208,032-723-5521,032-818-7119,37.408223227,126.692888578
244,인천광역시,논현119안전센터,인천광역시 남동구 소래역로 109,032-439-2119,032-439-5119,37.405331689,126.729687665
245,인천광역시,도림119안전센터,인천광역시 남동구 비류대로 667,032-814-2119,032-814-1196,37.422674728,126.709114700
246,인천광역시,동춘119안전센터,인천광역시 연수구 앵고개로 241,032-813-2119,032-813-1193,37.409146452,126.671288558
247,인천광역시,소래119안전센터,인천광역시 남동구 에코중앙로 86,032-432-0440,032-432-0550,37.386418438,126.720689734
248,인천광역시,옥련119안전센터,인천광역시 연수구 청량로155번길 7,032-832-0119,032-834-6119,37.420684300,126.651933342
249,인천광역시,간석119안전센터,인천광역시 남동구 경인로 621,032-870-5223,032-431-1119,37.465825199,126.706368849
250,인천광역시,구월119안전센터,인천광역시 남동구 인주대로 714,032-870-5221,032-461-1197,37.449006388,126.716303203
251,인천광역시,담방119안전센터,인천광역시 남동구 매소홀로 1044,032-870-5224,032-469-1119,37.439334477,126.739021797
252,인천광역시,만수119안전센터,인천광역시 남동구 백범로 207,032-870-5222,032-464-7290,37.459678305,126.725804774
253,인천광역시,서창119안전센터,인천광역시 남동구 서창방산로 61,032-870-5259,032-870-1199,37.422680347,126.751602876
254,인천광역시,관교119안전센터,인천광역시 미추홀구 인하로 450,032-870-3455,032-435-1196,37.444224147,126.696394920
255,인천광역시,도화119안전센터,인천광역시 미추홀구 장고개로 85,032-870-3453,032-872-2119,37.475448979,126.669283431
256,인천광역시,숭의119안전센터,인천광역시 미추홀구 석정로49번길 30,032-870-3456,032-891-3119,37.464993577,126.642498599
257,인천광역시,신기119안전센터,인천광역시 미추홀구 인하로 190,032-870-3295,032-870-3288,37.448446091,126.669060100
258,인천광역시,용현119안전센터,인천광역시 미추홀구 독배로 376,032-870-3454,032-889-2119,37.453373757,126.648562319
259,인천광역시,주안119안전센터,인천광역시 미추홀구 한나루로 607,032-870-3452,032-874-7261,37.460433307,126.672288721
260,인천광역시,갈산119안전센터,인천광역시 부평구 부평대로 324,032-723-5353,032-519-1190,37.520225794,126.722149332
261,인천광역시,부개119안전센터,인천광역시 부평구 부개로 6,032-723-5357,032-362-1991,37.497921369,126.739713713
262,인천광역시,부평119안전센터,인천광역시 부평구 부평대로 8,032-723-5354,032-513-1190,37.492172124,126.723441364
263,인천광역시,산곡119안전센터,인천광역시 부평구 마장로 198,032-723-5356,032-506-1190,37.495716110,126.703099136
264,인천광역시,삼산119안전센터,인천광역시 부평구 충선로 252,032-723-5358,032-508-9119,37.511753491,126.736092930
265,인천광역시,십정119안전센터,인천광역시 부평구 경원대로 1111,032-723-5355,032-422-0819,37.480312668,126.697253349
266,인천광역시,가좌119안전센터,인천광역시 서구 백범로678번길 17,032-578-0119,032-577-2119,37.482298753,126.682605603
267,인천광역시,검암119안전센터,인천광역시 서구 승학로 474,032-568-7119,032-562-1199,37.564072091,126.673600613
268,인천광역시,석남119안전센터,인천광역시 서구 석남로 102,032-571-0119,032-581-7609,37.500592677,126.672967791
269,인천광역시,신현119안전센터,인천광역시 서구 가정로 333-1,032-572-0119,032-572-7119,37.514761745,126.672511855
270,인천광역시,연희119안전센터,인천광역시 서구 서곶로 292,032-723-5421,032-562-0138,37.543293017,126.677179942
271,인천광역시,원창119안전센터,인천광역시 서구 북항로32번길 47-5,032-577-0119,032-581-2119,37.510529021,126.644717359
272,인천광역시,청라119안전센터,인천광역시 서구 청라한내로 77,032-569-5026,032-569-5027,37.532236273,126.627155107
273,인천광역시,국제119안전센터,인천광역시 연수구 센트럴로 412,032-831-6693,032-832-6119,37.410276072,126.628787767
274,인천광역시,미래119안전센터,인천광역시 연수구 첨단대로60번길 15,032-810-6661,032-810-6664,37.367231780,126.651590256
275,인천광역시,신송119안전센터,인천광역시 연수구 해돋이로 92,032-810-6683,032-831-8119,37.390904895,126.651900069
276,인천광역시,영흥119안전센터,인천광역시 옹진군 영흥로 283-32,032-810-6692,032-886-3119,37.256431037,126.483905383
277,인천광역시,공항119안전센터,인천광역시 중구 제2터미널대로 268,032-727-6180,032-727-6190,37.486873129,126.415515643
278,인천광역시,용유119안전센터,인천광역시 중구 용유서로128번길 1,032-727-6183,032-747-0119,37.448533261,126.393896043
279,인천광역시,운남119안전센터,인천광역시 중구 중구 운남로 116,032-727-6181,032-746-0119,37.488049718,126.533305185
280,인천광역시,운서119안전센터,인천광역시 중구 흰바위로27번길 16,032-727-6182,032-751-0119,37.493744419,126.488444653
281,인천광역시,만석119안전센터,인천광역시 동구 제물량로 396,032-766-0119,032-766-2119,37.483396999,126.625813577
282,인천광역시,백령119안전센터,인천광역시 옹진군 백령면 백령남로 30,032-836-2119,032-836-2119,37.967547551,124.717546020
283,인천광역시,송림119안전센터,인천광역시 동구 샛골로 133,032-764-7119,032-764-7109,37.474312952,126.644083210
284,인천광역시,송현119안전센터,인천광역시 동구 방축로 39,032-576-0119,032-579-3119,37.486309789,126.650985698
285,인천광역시,연안119안전센터,인천광역시 중구 축항대로118번길 108,032-887-4689,032-887-4688,37.446614969,126.604153094
286,인천광역시,중앙119안전센터,"인천광역시 중구 인중로 204, 1층",032-870-5180,032-870-5168,37.470225076,126.622573497
287,광주광역시,비아119안전센터,광주광역시 광산구 비아로12번길 10(비아동),062-606-4671,062-606-4684,35.220747390,126.823610042
288,광주광역시,빛그린119안전센터,광주광역시 광산구 삼도로 65(삼거동),062-606-4731,062-606-4744,35.165027073,126.671357998
289,광주광역시,송정119안전센터,광주광역시 광산구 상무대로 93-1(도산동),062-606-4641,062-606-4654,35.129139341,126.785481872
290,광주광역시,신가119안전센터,광주광역시 광산구 수등로 236(신가동),062-606-4686,062-606-4699,35.184908044,126.834775295
291,광주광역시,월곡119안전센터,광주광역시 광산구 우산로 85번길 12-5(우산동),062-606-4656,062-606-4669,35.157387405,126.809943601
292,광주광역시,첨단119안전센터,광주광역시 광산구 임방울대로825번길 16(쌍암동),062-606-4701,062-606-4714,35.218775541,126.849165750
293,광주광역시,평동119안전센터,광주광역시 광산구 월전로 59(월전동),062-606-4716,062-606-4729,35.124350068,126.773988382
294,광주광역시,하남119안전센터,광주광역시 광산구 하남산단1번로 13(하남동),062-606-4601,062-606-4629,35.186413235,126.796466139
295,광주광역시,대촌119안전센터,광주광역시 남구 회재로 251(지석동),062-606-4441,062-606-4454,35.085783760,126.828831026
296,광주광역시,봉선119안전센터,광주광역시 남구 오방로 63(방림동),062-606-4426,062-606-4439,35.131037636,126.918981379
297,광주광역시,송하119안전센터,광주광역시 남구 송암로58번길 13(송하동),062-606-4371,062-606-4399,35.110563908,126.878290177
298,광주광역시,월산119안전센터,광주광역시 남구 수박등로 1(월산동),062-606-4411,062-606-4424,35.140618757,126.894677816
299,광주광역시,대인119안전센터,광주광역시 동구 제봉로 210(대인동),062-606-4201,062-606-4229,35.154628980,126.914565774
300,광주광역시,용산119안전센터,광주광역시 동구 남문로 535(용산동),062-606-4241,062-606-4254,35.118754757,126.933038333
301,광주광역시,지산119안전센터,광주광역시 동구 밤실로30번길 16(지산동),062-606-4256,062-606-4269,35.149959323,126.938543313
302,광주광역시,건국119안전센터,광주광역시 북구 용두마을길 10,062-606-4576,062-606-4589,35.219639505,126.877964008
303,광주광역시,동림119안전센터,광주광역시 북구 북문대로 202(동림동),062-606-4561,062-606-4574,35.186472728,126.870291222
304,광주광역시,두암119안전센터,광주광역시 북구 삼정로 5(두암동),062-606-4546,062-606-4559,35.162423956,126.936817804
305,광주광역시,문흥119안전센터,광주광역시 북구 서하로 290(오치동),062-606-4461,062-606-4489,35.186287700,126.912008300
306,광주광역시,우산119안전센터,광주광역시 북구 동문대로 127(우산동),062-606-4516,062-606-4529,35.174540199,126.925893266
307,광주광역시,일곡119안전센터,광주광역시 북구 설죽로 529(일곡동),062-606-4531,062-606-4544,35.206360046,126.897289165
308,광주광역시,임동119안전센터,광주광역시 북구 서림로 5(임동),062-606-4501,062-606-4514,35.168860097,126.890719827
309,광주광역시,금호119안전센터,광주광역시 서구 운천로 112(쌍촌동),062-606-4326,062-606-4339,35.142711285,126.858288992
310,광주광역시,상무119안전센터,광주광역시 서구 치평로 65(치평동),062-606-4341,062-606-4354,35.153282566,126.847087194
311,광주광역시,염주119안전센터,광주광역시 서구 염화로 77(화정동),062-606-4311,062-606-4324,35.141423123,126.873778311
312,광주광역시,풍암119안전센터,광주광역시 서구 회재로 907(금호동),062-606-4356,062-606-4369,35.123700105,126.862672371
313,광주광역시,화정119안전센터,광주광역시 서구 화운로 197(화정동),062-606-4271,062-606-4299,35.156305112,126.876563752
314,대전광역시,가양119안전센터,대전광역시 동구 계족로 300,042-270-1221,042-270-1229,36.339093214,127.437671516
315,대전광역시,삼성119안전센터,대전광역시 동구 태전로 134,042-270-1231,042-270-1239,36.340314314,127.421968260
316,대전광역시,원동119안전센터,대전광역시 동구 대전천동로 508,042-270-1241,042-270-1249,36.326960173,127.432932894
317,대전광역시,부사119안전센터,대전광역시 중구 대종로 373,042-270-1251,042-270-1259,36.315474147,127.429178013
318,대전광역시,산내119안전센터,대전광역시 동구 산내로 1328,042-270-1261,042-270-1269,,
319,대전광역시,용운119안전센터,대전광역시 동구 용운로 151번길 88,042-270-1271,042-270-1279,36.331289100,127.461790350
320,대전광역시,갈마119안전센터,대전광역시 서구 갈마중로 15,042-270-1804,042-270-1959,36.347880703,127.371121099
321,대전광역시,태평119안전센터,대전광역시 중구 동서대로 1235,042-270-1811,042-270-1819,36.326624464,127.396893949
322,대전광역시,탄방119안전센터,대전광역시 서구 문정로 142,042-270-1821,042-270-1829,36.346819320,127.395257905
323,대전광역시,월평119안전센터,대전광역시 서구 청사로 27,042-270-1831,042-270-1839,36.360275870,127.366872248
324,대전광역시,샘머리119안전센터,대전광역시 서구 둔산로 101번길 26,042-270-1841,042-270-1849,36.352537669,127.385574235
325,대전광역시,법동119안전센터,대전광역시 대덕구 계족로 682,042-270-1851,042-270-1859,36.372396942,127.429026529
326,대전광역시,대화119안전센터,대전광역시 대덕구 대화로 81,042-270-1861,042-270-1869,36.366906694,127.410867500
327,대전광역시,덕암119안전센터,대전광역시 대덕구 신탄진로 661,042-270-1871,042-270-1879,36.437288469,127.425650962
328,대전광역시,문평119안전센터,대전광역시 대덕구 문평동로 18번길 34,042-270-1881,042-270-1889,36.446903715,127.404712123
329,대전광역시,송촌119안전센터,대전광역시 대덕구 동춘당로 65,042-270-1891,042-270-1899,36.363476606,127.441967661
330,대전광역시,도룡119안전센터,대전광역시 유성구 대덕대로 516,042-270-1903,042-270-1909,36.379204960,127.378860410
331,대전광역시,전민119안전센터,대전광역시 유성구 엑스포로 486-11,042-270-1912,042-270-1919,36.399349949,127.405965327
332,대전광역시,구암119안전센터,대전광역시 유성구 월드컵대로 263,042-270-1922,042-270-1929,36.348907095,127.329239817
333,대전광역시,궁동119안전센터,대전광역시 유성구 궁동로 35,042-270-1931,042-270-1939,36.363668636,127.348716215
334,대전광역시,노은119안전센터,대전광역시 유성구 노은로 101,042-270-1942,042-270-1949,36.368689432,127.317427355
335,대전광역시,복수119안전센터,대전광역시 서구 복수서로 67,042-270-1952,042-270-1952,36.309233966,127.372458695
336,대전광역시,문화119안전센터,대전광역시 중구 계룡로 918번길 67,042-270-1961,042-270-1969,36.319273176,127.411237023
337,대전광역시,산성119안전센터,대전광역시 중구 산성로 59,042-270-1971,042-270-1979,36.307751692,127.395008288
338,대전광역시,가수원119안전센터,대전광역시 서구 용소로 46,042-270-1981,042-270-1989,36.309060947,127.352664438
339,대전광역시,원내119안전센터,대전광역시 유성구 계백로 801번길 17,042-270-1991,042-270-1999,36.291895739,127.318883787
340,대전광역시,기성119안전센터,대전광역시 서구 금평2길 57,042-270-1281,042-270-1228,36.253203343,127.341776891
341,울산광역시,공단119안전센터,울산광역시 남구 부곡동 287,052-241-2670,052-229-7964,,
342,울산광역시,무거119안전센터,울산광역시 남구 문수로 89,052-241-2650,052-229-7964,35.538909480,129.263683219
343,울산광역시,삼산119안전센터,울산광역시 삼산중로 149,052-241-2580,052-229-7964,35.547140687,129.335415101
344,울산광역시,신정119안전센터,울산광역시 남구 신정로87번길 2,052-241-2630,052-229-7964,35.539381378,129.319594292
345,울산광역시,여천119안전센터,울산광역시 남구 여천로 81-33,052-241-2610,052-229-7964,35.525295420,129.341337815
346,울산광역시,옥동119안전센터,울산광역시 남구 대공원입구로21번길 20,052-241-2690,052-229-7964,35.534338787,129.292183849
347,울산광역시,장생포119안전센터,울산광역시 남구 매암로 18,052-241-2560,052-229-7964,35.511580112,129.377418392
348,울산광역시,온산119안전센터,울산광역시 울주군 덕신로 232,052-241-2580,052-229-7967,35.433365035,129.306670686
349,울산광역시,온양119안전센터,울산광역시 울주군 온양로 74,052-241-2890,052-229-7967,35.410860396,129.279689138
350,울산광역시,웅촌119안전센터,울산광역시 울주군 웅촌면 곡천검단로 9,052-241-2910,052-229-7967,35.463446521,129.206456882
351,울산광역시,화산119안전센터,울산광역시 울주군 공단로 417,052-241-2840,052-229-7967,35.439035440,129.335235403
352,울산광역시,전하119안전센터,울산광역시 동구 진성4가길 8,052-241-2760,052-229-7965,35.509334714,129.429083335
353,울산광역시,화암119안전센터,울산광역시 동구 꽃바위2가길 9,052-241-2720,052-229-7965,35.482334306,129.412584914
354,울산광역시,화정119안전센터,울산광역시 동구 방어진순환도로 601,052-241-2740,052-229-7965,35.495511178,129.426997152
355,울산광역시,강동119안전센터,울산광역시 북구 산하중앙2로 231,052-229-8280,052-229-7966,35.631026571,129.436755199
356,울산광역시,농소119안전센터,울산광역시 북구 아진로 72,052-229-8200,052-229-7966,35.629955634,129.340768520
357,울산광역시,매곡119안전센터,울산광역시 북구 오토밸리로 1024,052-229-8260,052-229-7966,35.648693399,129.359650440
358,울산광역시,송정119안전센터,울산광역시 북구 화동로 178,052-229-8200,052-229-7966,35.606784521,129.370125979
359,울산광역시,염포119안전센터,울산광역시 북구 염포로 769,052-229-8220,052-229-7966,35.526424860,129.399023511
360,울산광역시,두서119안전센터,울산광역시 울주군 두서면 인보로 85,052-241-2552,052-229-7968,35.642435922,129.158888303
361,울산광역시,범서119안전센터,울산광역시 울주군 범서읍 구영앞길 99,052-241-2506,052-229-7968,35.569759264,129.236257900
362,울산광역시,언양119안전센터,울산광역시 울주군 도호길 72-37,052-241-2466,052-229-7968,35.544970594,129.136465232
363,울산광역시,병영119안전센터,울산광역시 중구 구교로 226,052-241-2444,052-229-7963,35.564558930,129.342467416
364,울산광역시,성남119안전센터,울산광역시 중구 젊음의거리 6,052-241-2426,052-229-7963,35.553209430,129.316747255
365,울산광역시,유곡119안전센터,울산광역시 중구 종가로 205,052-241-2407,052-229-7963,35.562950802,129.299310421
366,울산광역시,태화119안전센터,울산광역시 중구 태화로 111,052-241-2533,052-229-7963,35.553389986,129.287964654
367,세종특별자치시,보람119안전센터,세종특별자치시 남세종로 436(보람동),044-300-8653,044-864-3119,36.477910886,127.291388174
368,세종특별자치시,아름119안전센터,세종특별자치시 보듬3로 119(아름동),044-300-8633,044-269-5645,36.511416366,127.246635237
369,세종특별자치시,어진119안전센터,세종특별자치시 절재로 301(어진동),044-300-8623,044-864-9119,36.506283275,127.273661388
370,세종특별자치시,장군119안전센터,세종특별자치시 장군면 장척로 387-4,044-300-8663,044-868-5114,,
371,세종특별자치시,한솔119안전센터,세종특별자치시 노을3로 29(한솔동),044-300-8643,044-862-2419,36.480504318,127.259204968
372,세종특별자치시,부강119안전센터,세종특별자치시 부강면 청연로 7,044-300-8543,044-277-7078,36.528350811,127.372116292
373,세종특별자치시,연서119안전센터,세종특별자치시 연서면 도신고복로 306,044-300-8553,044-862-8119,36.589551577,127.202256576
374,세종특별자치시,전의119안전센터,세종특별자치시 전의면 서정길 46-6,044-300-8533,044-862-7119,36.686487085,127.192328851
375,세종특별자치시,조치원119안전센터,세종특별자치시 조치원읍 세종로 2439,044-300-8523,044-863-6119,36.604788241,127.288901759
376,경기도,정자119안전센터,경기도 수원시 장안구 정자천로 189번길 12,031-8012-9512,031-280-8520,37.297227112,126.996006328
377,경기도,원천119안전센터,경기도 수원시 영통구 중부대로 349,031-8012-9538,031-280-8523,37.273150189,127.054218926
378,경기도,파장119안전센터,경기도 수원시 장안구 서부로 2308,031-8012-9576,031-280-8526,37.312381447,126.979179026
379,경기도,이의119안전센터,경기도 수원시 영통구 도청로18번길 33,031-8012-9587,031-280-8527,37.288696344,127.056532869
380,경기도,영통119안전센터,경기도 수원시 영통구 매영로 325,031-8012-9141,031-280-8520,37.253206951,127.068826528
381,경기도,남부119안전센터,경기도 수원시 권선구 동수원로 286,031-639-8510,031-280-8521,37.254731287,127.036384358
382,경기도,매산119안전센터,경기도 수원시 팔달구 매산로 89,031-639-8521,031-280-8522,37.270495205,127.010709396
383,경기도,지만119안전센터,경기도 수원시 팔달구 경수대로 660,031-639-8531,031-280-8524,37.284297885,127.028688864
384,경기도,서둔119안전센터,경기도 수원시 권선구 서호동로 48,031-639-8541,031-280-8525,37.268949257,126.993371767
385,경기도,고색119안전센터,경기도 수원시 권선구 서부로 1614,031-639-8551,031-280-8528,37.253175283,126.975321828
386,경기도,호매실119안전센터,경기도 수원시 권선구 금곡로 194,031-639-8561,031-280-8529,37.273260003,126.951940047
387,경기도,하대원119안전센터,경기도 성남시 중원구 마지로 64,031-720-0500,031-280-8536,37.427899145,127.137191896
388,경기도,신흥119안전센터,경기도 성남시 수정구 시민로 151,031-720-0510,031-280-8537,37.441551847,127.143268044
389,경기도,상대원119안전센터,경기도 성남시 중원구 둔촌대로 469,031-720-0530,031-280-8538,37.432151660,127.169019914
390,경기도,단대119안전센터,경기도 성남시 수정구 논골로 11번길 7-2,031-720-0520,031-280-8539,37.454932718,127.159564731
391,경기도,위례119안전센터,경기도 성남시 수정구 헌릉로 1003,031-720-0540,031-280-8540,37.461924969,127.143639036
392,경기도,태평119안전센터,경기도 성남시 수정구 성남대로 1312,031-720-0550,031-280-8541,37.446917156,127.127149028
393,경기도,고등119안전센터,경기도 성남시 수정구 대왕판교로 931,031-720-0560,031-280-8541,37.423444408,127.101576012
394,경기도,서현119안전센터,경기도 성남시 분당구 양현로 14,031-8018-3501,031-280-8547,37.386034288,127.119486407
395,경기도,판교119안전센터,경기도 성남시 분당구 대왕판교로644번길 62,031-8018-3511,031-280-8548,37.399543841,127.113730409
396,경기도,서판교119안전센터,경기도 성남시 분당구 운중로 88,031-8018-3561,031-280-8896,37.391290218,127.072632289
397,경기도,수내119안전센터,경기도 성남시 분당구 백현로 241,031-8018-3521,031-280-8549,37.367360912,127.122564372
398,경기도,야탑119안전센터,경기도 성남시 분당구 양현로 485,031-8218-3531,031-280-8550,37.416464247,127.135949966
399,경기도,구미119안전센터,경기도 성남시 분당구 돌마로 138,031-8018-3551,031-280-8551,37.351891156,127.116517195
400,경기도,중앙119안전센터,경기도 부천시 원미구 신흥로 115,032-650-4501,031-280-8580,37.493290257,126.777928283
401,경기도,오정119안전센터,경기도 부천시 오정구 신흥로 499,032-650-4512,031-280-8581,37.527758534,126.777475536
402,경기도,중동119안전센터,경기도 부천시 원미구 부일로 346,032-650-4523,031-280-8582,37.487720445,126.768527955
403,경기도,괴안119안전센터,경기도 부천시 소사구 부광로8번길 49,032-650-4532,031-280-8583,37.482716116,126.810439612
404,경기도,원종119안전센터,경기도 부천시 오정구 원종로79번길 41,032-650-4542,031-280-8584,37.526006374,126.808496505
405,경기도,상동119안전센터,경기도 부천시 원미구 장말로 113,032-650-4553,031-280-8585,37.494298895,126.754496591
406,경기도,서부119안전센터,경기도 부천시 원미구 계남로 169,032-650-4563,031-280-8586,37.507907028,126.767774215
407,경기도,범박119안전센터,경기도 부천시 소사구 범안로 127,032-650-4574,031-280-8587,37.470609086,126.809435186
408,경기도,신상119안전센터,경기도 부천시 원미구 상동로117번길 36,032-650-4583,031-280-8588,37.508127431,126.751559903
409,경기도,여월119안전센터,경기도 부천시 오정구 여월로 62,032-650-4592,031-280-8589,37.511361281,126.805392503
410,경기도,부림119안전센터,경기도 안양시 동안구 관평로212번길 32 (관양동),031-470-0501,031-280-8595,37.395563102,126.960520336
411,경기도,안양119안전센터,경기도 안양시 만안구 현충로 55 (안양동),031-470-0511,031-280-8596,37.390376669,126.925592563
412,경기도,관양119안전센터,경기도 안양시 동안구 동편로13번길 6 (관양동),031-470-0531,031-280-8597,37.406731810,126.971584322
413,경기도,석수119안전센터,경기도 안양시 만안구 석수로 28 (석수동),031-470-0541,031-280-8598,37.408996526,126.909247782
414,경기도,귀인119안전센터,경기도 안양시 동안구 평촌대로 104 (평촌동),031-470-0551,031-280-8599,37.381797718,126.961499909
415,경기도,박달119안전센터,경기도 안양시 만안구 오리로 38 (박달동),031-470-0561,031-280-8600,37.407911546,126.884788127
416,경기도,고잔119안전센터,경기도 안산시 단원구 화랑로 407 (고잔동),031-470-7501,031-280-8606,37.321314538,126.833175706
417,경기도,원시119안전센터,경기도 안산시 단원구 동산로 31 (원시동),031-470-7511,031-280-8607,37.312967842,126.793594326
418,경기도,선부119안전센터,경기도 안산시 단원구 선부광장서로 43 (선부동),031-470-7521,031-280-8608,37.333934368,126.804398300
419,경기도,성곡119안전센터,경기도 안산시 단원구 장자골로 66 (성곡동),031-470-7541,031-280-8609,37.312913429,126.765642730
420,경기도,월피119안전센터,경기도 안산시 상록구 충장로 645 (월피동),031-470-7551,031-280-8610,37.335043597,126.854455018
421,경기도,군자119안전센터,경기도 안산시 단원구 번영1로 45 (성곡동),031-470-7561,031-280-8611,37.319883026,126.735850196
422,경기도,사동119안전센터,경기도 안산시 상록구 항가울로 230 (사동),031-470-7571,031-280-8612,37.300802769,126.843647348
423,경기도,대부119안전센터,경기도 안산시 단원구 영전로 375 (대부동동),031-470-7581,031-280-8613,37.239933111,126.617712959
424,경기도,반월119안전센터,경기도 안산시 상록구 건지미길 48 (건건동),031-470-7591,031-280-8614,37.303117259,126.905975813
425,경기도,신길119안전센터,경기도 안산시 단원구 삼일로 50(신길동),031-470-7481,031-280-8615,37.335043344,126.783642933
426,경기도,상록수119안전센터,경기도 안산시 상록수 충장로 237 (본오동),031-470-7531,031-280-8612,,
427,경기도,역북119안전센터,경기도 용인시 처인구 명지로 45,031-8021-0501,031-280-8622,37.232108835,127.189896918
428,경기도,양지119안전센터,경기도 용인시 처인구 양지면 남평로 46,031-8021-0531,031-280-8625,37.230090633,127.288906939
429,경기도,남사119안전센터,경기도 용인시 처인구 남사면 봉무로 13,031-8021-0541,031-280-8626,,
430,경기도,포곡119안전센터,경기도 용인시 처인구 포곡읍 포곡로 252,031-8021-0551,031-280-8627,37.277656393,127.230001900
431,경기도,이동119안전센터,경기도 용인시 처인구 이동면 백옥대로 416-2,031-8021-0561,031-280-8628,,
432,경기도,백암119안전센터,경기도 용인시 처인구 백암면 백암로 247,031-8021-0581,031-280-8630,37.167711985,127.371369085
433,경기도,모현119안전센터,경기도 용인시 처인구 모현면 독점로 31-12,031-8021-0141,031-280-8632,,
434,경기도,수지119안전센터,경기도 용인시 수지구 풍덕천로 177,031-6190-3521,031-280-8629,37.326040789,127.100128014
435,경기도,구갈119안전센터,경기도 용인시 기흥구 신구로 74,031-6190-3531,031-280-8629,37.278933511,127.109860117
436,경기도,보정119안전센터,경기도 용인시 기흥구 보정로114번길2,031-6190-3541,031-280-8629,37.319683757,127.115851338
437,경기도,동백119안전센터,경기도 용인시 기흥구 동백6로 33,031-6190-3551,031-280-8875,37.277724165,127.155213284
438,경기도,기흥119안전센터,경기도 용인시 기흥구 한보라1로 128,031-6190-3561,031-280-8875,37.245032942,127.105909765
439,경기도,성복119안전센터,경기도 용인시 수지구 성복1로 251,031-6190-3571,031-280-8618,37.323066599,127.057847451
440,경기도,비전119안전센터,경기도 평택시 중앙로 273(비전동),031-8053-6501,,36.990459405,127.112843329
441,경기도,안중119안전센터,경기도 평택시 안중읍 안현로서 7길 28,031-8053-6531,,36.981840676,126.924420560
442,경기도,팽성119안전센터,경기도 평택시 팽성읍 팽성송화로 172,031-8053-6511,,36.962134821,127.059094775
443,경기도,포승119안전센터,경기도 평택시 포승읍 평택항로 156번길 11,031-8053-6551,,36.974140992,126.845393684
444,경기도,세교119안전센터,경기도 평택시 세교4로21(세교동),031-8053-6551,,37.006577200,127.086064103
445,경기도,신평119안전센터,경기도 평택시 평택로 2(합정동),031-8053-6561,,36.988620470,127.090162934
